Unnamed: 0,Tweet,len,metrics,source
284,h o n e d t l i   w e n t   s l e e p   m o r n   w o k e   e v e r y o n   j o k e r   f e e l   l i k e   p o s t   a p o c a l y p s   m o v i   h t t p   c o   u v k b c 1 z m x z,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Twitter for Android
285,n g l   j o k e r   x   h a r l e y   i n d e   e x a m p l   t o x i c   r e l a t i o n s h i p   e v e r y o n   r e l a t i o n s h i p   g o a l   s u i c i d   s q u a d   m o v i   l e t   d r o p   t o x i c   p a r t   l o v e   j o k e r   x   h a r l e y   m a y b   s o o n   c o l l a b   h t t p   c o   r 2 w z o m r 5 c n,179,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
286,i   g i v e   l e t o   j o k e r   s e r i   m o v i   h t t p   c o   f z j 3 7 q e k r p,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
287,d a m n   d a v i d   f i n c h e r   t h r o w   h o t   t a k e   m o v i   s t u d i o   s t a r t   j o a q u i n   p h o e n i x   j o k e r,82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
288,w h i   l i k e   j o k e r   m u c h   i   m e a n   g o o d   m o v i,37,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter Web App
289,l a x m m i   w o r s   m o v i   i   e v e   t r i   w a t c h   i   t r i   l o t   4 5   m i n   i   l o s t   c o u r a g   w a t c h   c r a p   j o k e r   c o n s i d   a k s h a y   w o r s t   m o v i   c m p a r e   t h n   j o k e r   g e m   g o d   s a v e   u s   a n t i   n a t i o n a l i s t   a n t i   h i n d u   c r a p,183,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
290,j u s t   w a t c h   j o c k   p h e n i x   m o v i   j o k e r   i   m o v i   b u f f   a n y t h   i   t h i n k   d c u n i v e r s   s e e   m a y b   s u e   c a u s   b a s i c   c h a r a c t   h e a t h   g u y   d a r k   k n i g h t,142,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
291,d o e   a n y o n   e l s   f e e l   l i k e   e n d   m o v i   w a i t   t h e   j o k e r   m a k e   m o v e,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter Web App
292,s h i t   s u r r o u n d   n o i s   m a t t e r   l i k e   j o k e r   j o k e r   m o v i   e m b r a c   m e s s   f u n   w   u r   a l o n   t h e r e   s t i l l   p e o p l   l i k e   u,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
293,i   w i s h   l i v e   r e a l i t i   j o k e r   m o v i   v i o l e n t   p e o p l   c l a i m   g o n n a,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
294,r e m e m b   j o u r n a l i s t   p r a c t i c   h o p e   j o k e r   m o v i   w o u l d   i n s p i r   m a l e   v i o l e n c   a r e   e t h i c   s t a n d a r d   l e f t   j o u r n a l,117,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
295,l e g o   b a t m a n   m o v i   a w e s o m   m u c h   p e r s o n   a l s o   l i k e   j o k e r,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
296,j o k e r   q u a l i t i   m o v i   t y p i c   c o m i c   b o o k   m o v i,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
297,n e w   m o v i   a v a i l   o n   m y   c h a n n e l   j o k e r   2 0 1 9   s t a r   j o a q u i n   p h o e n i x   s u b s c r i b   n o w   l i n k   h t t p   c o   q y c h w 2 y c 1 p   h t t p   c o   d c i 3 y y s 3 e a,128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
298,j o k e r   m a k e   p r o d u c t   b a t m a n   m o v i,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
299,j o k e r   m o v i,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
300,f o o t a g   j o k e r   a n d   h i   c r e w   r o b   t h e   b a n k   s c e n e   i n   t h e   d a r k   k n i g h t   2 0 0 8   a c t i o n   a d v e n t u r   m o v i   h e a t h   l e d g e r   h t t p   c o   l 0 h n v 3 1 i t q,125,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
301,j o k e r   i   l o v e   m o v i,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
302,f o o t a g   j o k e r   i s   i n t e r r o g   b y   c o m m i s s i o n   g o r d o n   s c e n e   i n   t h e   d a r k   k n i g h t   2 0 0 8   a c t i o n   a d v e n t u r   m o v i   h e a t h   l e d g e r   g a r i   o l d m a n   c h r i s t i a n   b a l e   h t t p   c o   6 a p d 4 v x i h j,165,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
303,i   a c t u a l   w a t c h   m o v i   b o b   f i l m   c o m m e n t a r i   o c c a s   p o l i t   t a k e   b r a i n   b r e a k   s t u f f   l i k e   j o k e r   m o v i   m i s o g y n i s t   m a d e   m o m   l o o k   b a d,136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
304,i   r e a l l i   l i k e   n e w   j o k e r   m o v i   i   a l w a y   h a t e   n a r r   m i l l i o n a i r   f a m i l i   t r u l i   c a r e   c i t i   p e o p l   b a t m a n   d u m b   f a t h e r   t h i e f   e n d   s t o r i,133,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
305,n o t   e v e r i   m o v i   g o   p u l l   s t r a i g h t   s o u r c   m a t e r i   w o r d   w o r d   s t o r i   s t o r i   e v e r y t i m   i f   w o u l d   n e v e r   g o t t e n   l e d g e r   j o k e r,119,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
306,i n   1 9 5 7   w e n t   a l l   t h e   w a y   n o   2   h i t   m o v i   t h e   j o k e r   w i l d   8 2 8 6 a c 0 e 4 7 7 7 e c c 2,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ardentSaviorOps-C2
307,i f   a s k   j o k e r   s o n g   m o v i   c a m e   i   f u l l i   w o u l d   s a i d   s o m e t i m   9 0   i   k n o w   b e t t e r   l i k e   e x t r e m   s t r o n g   9 0   m u s i c   v i b e   i   c r a z i,122,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
308,s a d   h o n k i   t o n k   m a n   d i e   e v e n   s a d d e r   n e v e r   g o t   s e e   t h e   j o k e r   m o v i,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twittbot.net
309,c o m i c   b o o k   w i s e   j o k e r   e x i s t   f l a s h p o i n t   p a r a d o x   s t a n d a l o n   m o v i   b r u c e   w a y n   d i e   t h o m a   w a y n   b a t m a n,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
310,a m   i   b a d   b o y   a s k   w e l l   i   c l i c k   f a c e b o o k   l i n k   t o l d   m o v i   v i l l a i n   i   s a i d   t h e   j o k e r,81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
311,m o v i   v r   t h o u g h   k i n d a   h o p e   m a k e   s e c o n d   m o v i   j o k e r   o r i g i n   r e l a t i o n s h i p   h a r l e y   c r e a t   w o u l d   p r o b a b l   b e c o m   f a v o u r i t   m o v i   l t   3,131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
312,j o k e r   m o v i   r e m i n d   b r i t i s h,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
313,j o a q u i n   p h o e n i x   s e r i o u s   p l a y   f u c k   j o k e r   h i   w e i g h t   c o n t r o l   m o v i   b i z a r r,77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
314,k i n d a   p o e t i c   l a s t   m o v i   i   s a w   t h e a t e r   p r o b a b l   l a s t   m o v i   i   s e e   t h e a t e r   j o k e r,79,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",Twitter for Android
315,g u y   i   j u s t   r e a l i s   b e c a u s   o f   a   c o s p l a y   o n   m y   f y p   h o w   m u c h   h o m o e r o t   t e n s i o n   t h e r e   i s   i n   t h e   l e g o   b a t m a n   m o v i   e s p e c i   b e t w e e n   b a t m a n   a n d   t h e   j o k e r   l i k e   r e p l a c   t h e   e n e m i   s h i t   w i t h   b o y f r i e n d   a n d   l i k e   a h h h   h o w   a m   i   j u s t   g e t   t h i   n o w   a h,241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter Web App
316,j u s t   f i n a l   w a t c h   j o k e r   p r e t t i   g o o d   t h o u g h   s o   a b s u r d   p e o p l   t r i   c a l l   m o v i   a l t   r i g h t   w h a t e v   i t   l i k e   h a m   f i s t e d l i   l e f t i s t   i   f e e l   l i k e,139,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
317,j o k e r   d s   m o v i   p o s t e r   c a s t   s i g n   p r e m i e r   j o a q u i n   p h o e n i x   a u t o g r a p h   d a m a g   h t t p   c o   1 p 6 r t c f z 2 l   h t t p   c o   s n g p 4 t k y 4 p,116,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Movie Merch Mania
318,i   l i k e   j o k e r   m o v i,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
319,g r e a t   m o v i   o n c   n o t e   d a n c   s t y l e   s e a s h o r   r a j k u m a r   r a o   l i k e   j o k e r   2 0 1 9   g r e a t   m o v i   b r i n g   l i k e,96,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
320,i   l o v e   j o k e r   l a s t   m o v i   i   s a w   t h e a t e r   g l a d   i   r e w a t c h   s o l i d   s e e   o p e n   d a y   e x p e c t   g o l d,99,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
321,d i s a s t   v o i c   c a s t   t h e   b a t   b a d   b u t   j o k e r   c o m p l e t   d i s a s t   i f   d o n t   p l e a s   d i n t   w a s t   y k u r   m o n e y   t h e   m o v i   o k   b u t   v o i c   m a i n   c h a r a c t   i   s a i d   t e r r i b l   h t t p   c o   i j c d i b p n p k,171,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
322,t h a t   t h i r d   j o k e r   m o v i   d a   5   j o k e r z,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
323,t h i   i n t e r p r e t   b u t   c o m m o n   m a n   j o k e   j o k e r   e v e n   k a m r a   c o m e d i a n   j o k e   a r o u n d   i s   j o k e r   g r o w   m o r e o v   f a i r   c r i t i c   i   g a v e   e x a m p l   f a m o u   b o l l y w o o d   m o v i   m a d e   n a m e   a n d h a   k a n o o n   v a r i o u   o t h e r,195,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
324,i   w a t c h   m o v i   j o k e r   y e a r   b a c k   r e a l i s   o n e   m a k e   w o r s t   l u c k i l i   w o r s t   m o v i   w o r s t   a c t   w o r s t   d i r e c t   w o r s t   p l o t   w o r s t   a t t e m p t   d e f a m   h i n d u   r e l i g i o n   c o u l d   c o n s c i e n c   a l l o w   a c t   m o v i,184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
325,i n   m a n i   w a y   j o k e r   m o v i   t r   g e t   h i t   t r u c k,42,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 24, 'quote_count': 0}",Twitter Web App
326,b a t m a n   l e g o   m o v i   b a t m a n   j o k e r,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
327,j o k e r   a l w a y   f a v o r i t   v i l l a i n   m o v i   p e r i o d,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
328,l o l   t r i   b a t m a n   m o v i   j o k e r   h t t p   c o   v p 4 r f f c 3 m 2,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
329,o n e   d a y   a p p l i   j o b   s a y   a b s o l u t   u   c a l l   p e o p l   c r a c k e r   o n l i n   b e c o m   j o k e r   b e t t e r   m o v i   f r,93,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 35, 'quote_count': 0}",Twitter for iPhone
330,s o m e   b i t c h   s a i d   l i k e   t h e   j o k e r   m o v i   i   g o t   t r i g g u r   b i t c h   g o t   t a s t,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
331,i   s e e   a r t h u r   w a y   c o n f i d   d a n c   t h i n g   w h e n e v   d a n c   m o v i   w h e t h e r   c a r n i v   j o k e r   g o t   j o y o u   b u b b l   e n e r g i   t h e   c u t e   w a y   s w a y   g r i n   b e l l h o p   u n i f o r m,152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
332,o n e   t h i n g   i   s a y   j o k e r   d e f i n i t   m o v i   j o k e r   b e c o m   j o k e r,59,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}",Twitter Web App
333,t h e   j o k e r   m o v i   i s   d i s a p p o i n t   i   w a n t   t o   l o v e   i t   b u t   i   d i d n   h t t p   c o   t c i x s b e s e 1,83,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Revive Social App
334,p e o p l   w h i n e   j o k e r   d a r k   m o v i   s e e n   r e q u i e m   d r e a m   t h i   m o v i   m a s t e r p i e c   b r u i s   m a n i   s o u l   i   k n o w   s o u n d t r a c k   c i n e m a t o g r a p h i   c o m b i n   o n e   a m a z   m o v i   r e w a t c h,162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
335,w h i   h e a t h   l e d g e r   g r e a t e s t   r o l e   a l w a y   r e m e m b   j o k e r   b e s t   m o v i   a   k n i g h t   t a l e,79,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
336,b o y   l a s t   l a s t   q u o t   m o v i   p l e a s   t o   a l w a y   s o u n d   l i k e   h e a t h   l e d g e r   j o k e r   i   k n o w,81,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter Web App
337,b e s t   m o v i   v i l l a i n   t i m e   h t t p   c o   2 z v e t m d e q n   h t t p   c o   k i 7 w x 0 h i 3 6,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
338,c a n t   b e l i e v   s t i l l   g o t t e n   a p o l o g   v i d e o   j o k e r   s a i d   n   w o r d   m o v i,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
339,r e m e m b   m o m e n t   d e c i d   w a i t   f r i e n d   m o v i   t h e a t e r   b u y   t i c k e t   l o n e   w h i t e   m a n   w a l k   c o u n t e r   s a i d   o n e   t i c k e t   j o k e r   p l e a s,125,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 17, 'quote_count': 0}",Twitter for iPhone
340,b a t m a n   v   s u p e r m a n   d i r e c t o r   z a c k   s n y d e r   d r e a m   o f   o n e   d a y   a d a p t   t h e   d a r k   k n i g h t   r e t u r n   c b m   c o m i c   b o o k   m o v i   h t t p   c o   w k p b i p 7 b s m,130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT
341,i   t a l k   j o k e r   d i d n   l i k e   m o v i   n a r r   i   t h o u g h t   l o o k   r e a l l i   g o o d,72,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
342,j o k e r   c o m i c   b o o k   m o v i   e v e r,27,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
343,g o o d   a n d   h e   c o m e   l o l   w h a t   j o k e r   b a t   m o v i,41,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
344,e v e r y o n   s a y   i n c e l   m o v i   i   w o u l d   f u c k   j o k e r,43,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 20, 'quote_count': 0}",Twitter Web App
345,m c c a r t h i   h o u s   u n m e r i c a n   a c t i v   c o m m i t t e   e n s u r   s o c i a l i s t   c o m m u n i s t   f i l m m a k   n e v e r   a l l o w   u s   s l i g h t e s t   a c c u s   c o m m u n i s t   s y m p a t h i   d e s t r o y   c a r e e r   e v e n   t o d a y   m i l d l i   a n a r c h i s t   m o v i   l i k e   j o k e r   g e t   c r i t i c   p a n   r e l e a s,235,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for Android
346,a f t e r   s e e   m o v i   i   k n e w   j o a q u i n   w o u l d   k i l l   j o k e r,50,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
347,t o d a y   a n i m   m o v i   r e c o m m e n d   c o m e   c o u r t e s i   b a t m a n   b e y o n d   r e t u r n   j o k e r   s t r e a m   d c   u n i v e r s   h t t p   c o   p p 9 5 g s 0 h 1 l,119,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
348,w e   a l r e a d i   g o t   v e r s i o n   j o k e r   s u i c i d   s q u a d   m o v i   h t t p   c o   f n g u f p m 3 y 3,68,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
349,i   s a y   a c t u a l   a d   a n y t h   m o v i   i   t h i n k   b l o c k b u s t   t y p e   a c t o r   m e d i o c r   b e s t   f i n e   i t   l i v e   s h e   m u c h   l e s s   a t t r a c t   w a t c h   d u e   l i e   a n d   y e   j a r e   j o k e r   d i s a p p o i n t   e n t i r   m o v i   i m o,188,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
350,j o k e r   g o o d   m o v i,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
351,i   w o u l d   l i k e   c o m m i t   s t o p   c a n c e l   m o n t h l i   b o o k   e v e r i   d e c a d   a l s o   p l e a s   b r i n g   b a c k   d c e u   f i l m   s o o n   i f   d c   l i k e   b a t m a n   j o k e r   m u c h   b a t m a n   s g   v s   j o k e r   m o v i   j i m l e,160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
